,id,listing_url,name,number_of_bedrooms,description,cancellation_policy,review_scores_value,reviews_per_month,host_id,host_name
77,4085439,https://www.airbnb.com/rooms/4085439,historic ballard house,1,built 1900 heart ballard house conveniently located within walking distance seattles best restaurants shops hiram chittenden locks yearround farmers market recently renovated private bath entry private secure suite historic house many amenities comfortable stay inroom coffee comforter pillows private bath tubshower cable tv wifi ballard rich fascinating history also one best locations seattle dining shopping nightlife well great walks locks discovery park beach golden gardens great bus service right burke gilman trail miles excellent biking walking love ballard happy provide suggestions make visit,flexible,8.0,0.38,21066328,Debra
78,8053990,https://www.airbnb.com/rooms/8053990,nautical bedroom in modern house,0,relax room subtle nautical decor mirrors ballard locks stones throw away full access kitchen living room main floor 1 block away express bus downtown 3 blocks ballard core space queen sized bed chair ensuite bathroom full tub two large window room gets plenty light house less 10 years old modern touches throughout room third story requires two sets stairs reach one two rooms rented house message 30 discount booking guests welcome kitchen living area main floor balcony use laundry right outside room free coffee free laundry detergent use kitchen staples flour olive oil spices etc moderation living area currently sparsely furnished im happy chat main floor im generally fairly hands ballard area,moderate,10.0,3.75,23228606,Elin
79,7011773,https://www.airbnb.com/rooms/7011773,pull out couch in garage,3,special request,flexible,,,23228606,Elin
80,2467550,https://www.airbnb.com/rooms/2467550,tiny ballard house near transit,5,house tiny 400 sq ft please read descriptions fully booking 400 sq ft studio plus loft space nice open plenty light still preserving privacy full size kitchen bathroom everything need house rough edges finish work complete means kitchen made 2x2s plywood counter top stars still made raw lumber windows missing trims baseboards however everything functional also aware house alternating tread stairs please see photos also known lapeyre stairs please sure navigate okay using loft space please send message acknowledging information book washer dryer available use garage plan please let know ahead time give access garage please use anything else,strict,,,811494,Alexis
81,2686374,https://www.airbnb.com/rooms/2686374,bunkhouse topbunkairstream retreat,2,ballard 1 bedroom plus loft awesome lovingly repurposed 25 airstream trailer queen trailer king loft queen main bedroom queen sofa bed bath main floor bedroom ballard 1 bedroom plus loft awesome lovingly repurposed 25 airstream trailer queen trailer king loft queen main bedroom queen sofa bed bath main floor bedroom second third floor 1901 duplex dec 7th 2015 currently construction home nextdoor begin early 730am go 430pm noisy work done unit minimally affected sounds would say planning booking stay week day sleeper aware construction side house unit affected 6 blocks market street youll perfect quiet distance mark,moderate,9.0,7.84,2231298,Chris
82,1956274,https://www.airbnb.com/rooms/1956274,sweet ballard apartment for two,1,located sunset hillballard area seattle 1 bedroom 15 bath kitchen living area clean comfortable home away home steps ballard locks bus lines bicycle walking trails quiet conveniently located apartment enjoy stroll golden gardens hope space make guests feel like email hiddenfortable great location peaceful ideal getaway apartment entirety use happy help questions guests may available guests need anything dont want feel like meet time fun interesting things ballard walking distance 3 blocks away neighborhood quiet yet close action bus stop 12 block away buses take anywhere want go city easy use,strict,10.0,2.11,7466082,Vera
83,8537192,https://www.airbnb.com/rooms/8537192,charming old ballard bungalow 22,2,second room lovely home shares full bath first roomy light filled funky decor whole downstairs shared space fully furnished kitchen near central ballard shops restaurants hand,flexible,,,43954674,Brian
84,5919096,https://www.airbnb.com/rooms/5919096,ballard victorian 900 sq ft apt,4,see upper apartment listing reviews located main floor circa 1900 house old ballard complete fully functional apartment fully equipped kitchen nothing shared main floor apartment except laundry close everything apartment main floor circa 1900 house historic old ballard complete fully functional home fully equipped kitchen nothing shared upper apartment except laundry facilities shared entry acoustic insulation insures hear little anything upstairs neighbor ballard everything could want living home doorstep within 1 block enjoy espresso best bread french pastries seattle within 6 block radius enjoy upscale movie house diverse array restaurants shops fabulous yearround sunday farmers market offering fresh locally grown produce products visit jobrela,strict,10.0,0.26,53050,Bob
85,6516529,https://www.airbnb.com/rooms/6516529,onebedroom apartment ballard,2,one twelve units charming 1924 building top great cafe parks library shops amazing food music venues bars 2block radius perfect place rest play big windows kitchen living room open onto market street ballard windows bathroom bedroom open private garden patio provide circulation fresh cool air shared garden patio coinop laundry free wifi nespresso coffee machine hope dont need us available help stay need anything happy provide recommendations things town adventures city ballard vibrant neighborhood loaded great restaurants cafes bars concert venues parks friendly people treat oysters walrus carpenter grab slice pizza see show tractor tavern pack picnic stroll 100yearold ballard locks grab coffee spread golden gardens beach wal,strict,,,3781927,Katharine
86,3294243,https://www.airbnb.com/rooms/3294243,beautiful ballard condo with view,2,beautiful 2bedroom condo heart ballard southwest facing mountain views lightfilled space great place hang explore 5 blocks downtown ballard easy bus ride downtown check beautiful condo facing south west open living roomkitchen area 2 spacious bedrooms ceiling fans included main living space view mt rainier olympics offers frontrow seats amazing sunsets comfortable sleeping four people option air mattress add 1 2 people live majority time space comes fully equipped kitchen cooking needs including coffeemaker grinder toaster oven stoveoven dishwasher basic kitchen amenities minus microwave deck well grill use 2 3 chairs relax whole space use enjoy exception dresser clos,moderate,9.0,1.48,4970133,Paula
87,10210971,https://www.airbnb.com/rooms/10210971,bedroom  private bath in ballard,2,clean bedroom private bathroom closet fullsize bed conveniently located mere blocks grocery store downtown ballard ballard locks street parking,flexible,,,24709547,Daniel
88,3584790,https://www.airbnb.com/rooms/3584790,2 bedrm apt in the heart of ballard,2,bright clean 2 bedroom 1 bath appartment heart seattles ballard neighborhood master bedroom queen sized posture pedic bed dressers closet use 2nd bedroom futon desk 32 tv w cable futon living room wifi cozy little ecclectic brings real character ballard seattle proximity heart ballard ammenaties availible make ideal stay 3 beds wifi cable record player lots vinyl pots pands dishes glasswear barware make food cocktails desire fridge bbq coffee maker deck new marajuana laws feel free smoke deck washerdryer dressercloset quick check check left alone enjoy stay ballard interesting ecclectic neighborhood seattle lots bars restaurants kinds breweries neiborhood seattle makes great beer lovers plenty night life,moderate,,,2882219,John And Alicia
89,1266459,https://www.airbnb.com/rooms/1266459,pretty condo in downtown ballard,1,stay blocks ballard offer restaurants movies bars live music historical district locks much see right neighborhood ballard popular residential neighborhood 6 miles downtown seattle theres plenty within blocks including great pubs coffeehouses restaurants best live music venues city 1bedroom 15 bath apartment secure condo 4story building elevator sunny bright wood floors carpet bedroom modern appliances lovely balcony theres plenty street parking youre renting car also close public transit bike trails lots options let know youre interested experiencing seattle im happy point right direction wifi inunit laundry balcony im usually town place available friend hand keys airb,strict,9.0,0.3,2317654,Dahlia
90,9098059,https://www.airbnb.com/rooms/9098059,loft bedroom  art studio,1,funky artsy upstairs conveniently located old ballard bungalow bedroom bright 20 20 art studio one wall studio serves movie screen projected onto complete w netflix short distance nightlife cafes arts studio computer bluetooth printer tv projector connected netflix bathroom bathtub shower stall whole upstairs downstairs common area kitchen shared two hospitable roomates chris freeman hope able greet unless arrive gone case try arrange chris freeman greet 40 bus downtown stop less block away walking distance central ballard street parking,flexible,,,43954674,Brian
91,408526,https://www.airbnb.com/rooms/408526,chic 3 bed 4 bath ballard townhome,5,beautiful endunit townhome lots daylight near ballard locks custom paint colors high ceilings finished hardwood floors granitestone countertops sound proof glass street noise quiet neighborhood paved enclosed patio herb garden outdoor lounge seating one dedicated garage parking spot available ample street parking large windows vaulted ceilings upstairs bedrooms offer light bright feeling bedroom lower level access patio yard ideal home office cherry blossoms sakura spring everything safe within walking distance lots great bars restaurants close zoo walkscore 87 walkers paradise bikescore 71 photos website hidden layout details top floor 2 bedrooms 2 full bathrooms washer dryer middle floor kitchen dining living room small balcony bathroom bottom floor 1 bedroom bathroom patio access 1car parking garage features total bedrooms 3 ful,strict,,,2034501,Vivian
92,4118282,https://www.airbnb.com/rooms/4118282,private clean spacious townhome,1,enjoy complete privacy townhome blocks downtown ballard newly landscaped yard fence new paint new carpet new countertops luxurious walk european shower two easy access major bus lines anywhere seattle welcome home conveniently located blocks downtown ballard entire house main level features spacious open floor plan featuring beautiful bamboo floors living room comfortable couch coffee table widescreen tv socializing moviewatching adjoining dinning area table seating four beautiful widescreen hd tv roku features netflix along videowatching applications kitchen features new granite countertops new stainless steel appliances bar easily entertain second floor two bedrooms one master one guest queen sized beds plenty closet space also includes newly renovated wall ceiling,moderate,9.0,6.07,19071753,Julien
93,6813483,https://www.airbnb.com/rooms/6813483,victorian charm in heart of ballard,4,880 air conditioned sq ft upper level stairs 1912 home includes living room dining room large kitchen bedroom private fenced yard blocks downtown ballard shilshole bay short ride amazon lk union seattle uw cozy apartment resides 1912 historical home top level three story house views west queen anne east magnolia 7 blocks market avenues hip boutiques great restaurants nature spaces shilshole bay henry chittenden locks gardens free summer concerts popular fish ladder great biking ballard offer close enough feel part things yet far enough away peace quiet apartment completely separate rest house privacy need may hear footfalls move lives may hear subtle enough know totally alone yet private enough normal voice,moderate,9.0,1.75,35674639,Beverly
94,6590264,https://www.airbnb.com/rooms/6590264,modern ballard apt 4 tech travlers,1,tall ceilings big kitchen roomy bathroom gigabit internet access height adjustable work desk monitors close bus lines perfect tech travelers brand new sterns foster estate queen mattress premium air mattress extra guests,strict,10.0,0.82,24500821,Tim
95,2650482,https://www.airbnb.com/rooms/2650482,modern family home in old ballard,1,modern bright fifth floor 2 bedroom perfect small family couple friends efficient comfortable tight lines good design enjoy view ballards parks boats shops bars steps away waiting explored walkscore 97 welldesigned two bedroom light streaming enormous windows two sides east south views ship canal ballard commons park public library old ballard easy plot adventures looking window apartment open floor plan allow easy interaction kitchen main living space set apartment simple uncluttered functional livingdining room futon organic mattress soaring heart natural mattress company seattle master bedroom attached bathroom shower natural organic kingsized bed soaring heart bins set unpacking clothes second bedroom c,flexible,9.0,0.64,205007,Martin And Taryn
96,20927,https://www.airbnb.com/rooms/20927,cottage in the heart of ballard,0,cozy cottage behind lovely victorian house 34 bath shower cottage brick patio large trellis covered roses grape vines set english garden also see fab new space httpswwwairbnbcomrooms20928 cozy cottage behind lovely victorian house separate access 34 meaning shower bathtub bathroom cottage brick patio large trellis south side covered roses grape vines wisteria surrounded english garden pictures posted give right idea new listing also new rental space main house coming online may aggressive pricing first weeks real bargain see httpswwwairbnbcomrooms20928 cottage microwave small fridge electric kettle making coffee tea offers considerable privacy desired bed queensized extra highspeed wifi also provided along,moderate,10.0,3.64,79450,Brad & Liz
97,4395578,https://www.airbnb.com/rooms/4395578,ballard townhome  pet friendly,1,popular northwest neighborhood much offer historic old ballard avenue trendy shops restaurants along market street home features central ac spacious layout great location walk score 95 northwesterner gorgeous three bedroom two half bath townhome central heat ac surrounded nw beauty including large deodar cedar tree hardscaped backyard comfortable home offers two king size beds two twin beds queen size luxury sofa sleeper accommodate large group professionally decorated completely furnished find luxurious decor contemporary comfortable enabling fully enjoy home surroundings balcony dining area first floor master suite opens onto patio soak goodness nw offer three flat screen televisions expanded cable blueray dvd player local telephone service wireless internet acces,strict,10.0,0.11,430709,Sea To Sky Rentals
98,4995903,https://www.airbnb.com/rooms/4995903,ballard cottage with loft,3,brand new 350 sq ft cottage lofted sleeping area private ideal location walking distance central ballard furnished includes piano shared yard garden area laundry site bike available use,flexible,,,13535511,Megan
99,5549211,https://www.airbnb.com/rooms/5549211,plum apartment,2,welcome modern home heart ballard light filled spacious cozy infloor heating located close countless bars restaurants shops well express buses downtown seattle need space please see listings plum house plum modern reach profile page clicking picture twice youll find well appointed kitchen dining room comfortable living room pull couch large tv polished concrete floors warm underfoot winter cool summer house sustainably built finished 2014 focus indoorairquality energy efficiency benefit pure coziness key code access separate entrance spacious bright kitchen 1 full bathroom bedroom memory foam bed comfortable new pull couch need happily welcome apartment give pointers sights se,strict,10.0,4.05,28770702,Mercy
100,8240758,https://www.airbnb.com/rooms/8240758,spacious ballard apt walk to all,1,spacious apt includes galley kitchen w adjacent dining area large living room tv office area bathroom tub roomy bedroom wicked comfy queen bed less 10 minutes walk tons restaurants shops bars music galore fully functional kitchen potspansutensils would need cook though nearby food restaurants see want travel work quite bit decided putting place online would good fit comforts home would want shared laundry room leave key let know ahead time need wont able physically interact im always available via phone questionsconcerns many good places food music enjoying beauty pacific nw within 25 miles less front door golden gardens beach fire pits gorgeous views olympic mt range rays boathouse seafood,moderate,9.0,0.62,15785670,Emily
101,6856295,https://www.airbnb.com/rooms/6856295,pvt entrance bedroombathballard,5,perfect private guest suite brand new home located heart ballard blocks away ballard downtown many seattles best dining options room includes comfy bed tv cable private bathroom come stay us seattle looking awesome seattle experience want within blocks everything still get great night sleep dont full place rent private suite bed bath within blocks downtown ballard ideal room couple pillow top queen bed cable tv full bathroom private guest use easy access downtown ballard also water snacks coffee guests room upon arrival provide towels shampoo body wash hair dryer guest use wifi also free password network provided upon checkin look forward provide comfortable stay special needs requests please reach us advance make sure,moderate,10.0,6.87,34872403,Pallavi
102,6881188,https://www.airbnb.com/rooms/6881188,ballard townhouse near the locks,0,newly renovated furnished townhouse center ballard walk score 91 townhouse 3 bedrooms 25 bathrooms one car garage small front yard great patio outdoor dining 3story townhouse newly renovated furnished summary layout ground floor one car garage bedroom full size bed access patio second floor full kitchen 12 bathroom dining area entertainment area 48 smart tv directv third floor bedroom queen size bed full bathroom bedroom 2 twin size bed full bathroom laundry towels linens provided also provide one high chair two baby gates traveling young kid guests access entire house guest contact via phone text email townhouse located convenient location minutes walking locks downtown ballard golden garden park fremont green lake woodland park zoo,moderate,9.0,3.75,33225983,Jean
103,1579615,https://www.airbnb.com/rooms/1579615,ballard seattle cozy studio apt,1,nice clean cozy home aptstudio heart ballard best neighborhood seattle parking walk cafes bakeries grocery stores restaurants beach rock climbing bike trails bus stop routes 1840 corner dwtn seattle beautiful home apartment studio located safe quiet neighborhood ballard near intersection nw 64th st 24th ave nw bus stop corner routes 18 40 take downtown ballard 5 minutes downtown seattle 20 minutes place popular couples third person also stay sleep comfortably sofa bed king size bed comfortable simmons beautyrest mattress pasts guest love within walking distance 05 mile nw market st ballard downtown core included rental amenities commonly found hotel like hair dryer coffee maker iron ironing board toiletry,strict,10.0,1.55,8403307,Mario
104,3766866,https://www.airbnb.com/rooms/3766866,condo in hip ballard walk,3,walk everywhere remodeled condo hip ballard super popular restaurant walrus carpenter hop skip jump away youll great time exploring beautiful happening seattle enclave feel like local everything ballard abode remodeled comfortable brand new kingsize bed lofted bedroom walkin closet plenty hanging space smart tv netflix etc lofted spacious place bathshower large moen shower head great water pressure location tree lined residential street 94 walk score stones throw super hip historic ballard grocery stores movie theatre many boutiques bars restaurants walking distance additional features include brand new full kitchen including dishwasher small balcony wifi fresh fluffy cotton towels sheets access wd room available needed decor midcentury artsy vibe quiet building parties,moderate,9.0,0.82,19296907,J.Lynn
105,2406966,https://www.airbnb.com/rooms/2406966,renovated 2 bedroom in old ballard,2,located 2nd 3rd floors circa 1900 house historic old ballard complete fully functional apartment fully equipped kitchen nothing shared main floor apartment except laundry close everything car needed delightful retreat located second third floors circa 1900 house historic old ballard complete fully functional apartment fully equipped kitchen nothing shared main floor unit except laundry facilities shared entry acoustic insulation insures hear little anything downstairs neighbor apartment completely renovated 2013 keeping homes original character intent moving retire work top notch tasteful oak floors extend entry living room kitchen stairs third floor bedrooms addition queen 2 twin beds portable bed livin,strict,10.0,0.77,53050,Bob
106,4872699,https://www.airbnb.com/rooms/4872699,large home in historical ballard,4,large bright home lots space families 100 vacation rental working around homeowner belongings professionally cleaned lots amenities full kitchen plenty dishes cook big meal relax home large 3 story home lots space master bedroom top floor queen bed private half bath two bedrooms main floor one queen bed two twins make king basement bonus room futon two tv one living room one bonus room everything new equipped rental homeowners belongings cost cleaning higher size house amount time professional cleaning company takes reset house next guests entire house via email phone ballard building boom lots new construction ballard rental home almost 100 years old lots unique features yo,strict,8.0,0.09,25066447,Karen
107,5470629,https://www.airbnb.com/rooms/5470629, ballard garden apartment,3,comfortable onebedroom apartment short walk boutiques restaurants made ballard destination neighborhood fully equipped kitchen perfect spot enjoy finds sunday farmers market created spacious airy apartment renovated 1903 house doublepaned windows infloor radiant heating toasty cooler weather love cookand cant imagine guests dontso kitchen welloutfitted fullsized stove oven plus microwave dishwasher bedroom comfortable queensized bed bathroom tubshower combo also compact hair dryer use live upstairs happy provide advice see eat ask ballard lively urban neighborhood small businesses restaurants though many new boutiques cafes still old scandinavian feel great walking weekly far,moderate,10.0,3.39,28375755,Barbara
108,2950213,https://www.airbnb.com/rooms/2950213,entire artists  apt in hip hood,1,vibrant ballard neighborhood charming 1 bedroom apartment foldout sofa historic landmark 1893 building ideal walking nightlife many nearby restaurants shops back balcony garden view easy access bus lines historically designated 1893 landmark building 1 bedroom apartment fold couch living room sleeps 4 1 bath overlooking garden back balcony high ceilings brick walls arched windows wood floor perfect oasis heart seattles sohotrendy ballard neighbor hood besides beautiful apartment guests access basement washer dryer plan minimal interaction guests probably key transferal yes live building downstairs tree lined brick street filled restaurants shops galleries heart ballard spot 1 block lake union ship canal 7 blocks free ballard boat locks fish la,flexible,9.0,1.84,15060417,Ginny
109,9015088,https://www.airbnb.com/rooms/9015088,spacious condo with gorgeous views,2,2 bedroom 2 bathroom comfortable private condo heart ballard enjoy mountain views glass wine balcony walk popular restaurants safe neighborhood right bus routes walking distance sightseeing areas entire two bedroom two bathroom apartment lots natural light amazing views city mountains guests enjoy amenities kitchen living room laundry room rent entire apartment im town rent one bedroom im home guests check 2 pm check noon upon arrival given key building apartment access work late hours weekends around time would appreciate clean considerate person shared areas please put dishes dishwasher leaving glass something else breaks happens life let know figure im happy share stories suggest places,moderate,10.0,3.95,29133654,Muna
110,3979496,https://www.airbnb.com/rooms/3979496,large bright room  tv in seattle,2,spacious room short walk ballard offer relax garden watch movie tv want explore town problem bus stop paces away take straight downtown seattle comfy double futon light bright basement room tv set netflix hbogo hulu away hours exploring many fabulous bars restaurants short walk away ballard wish unpack chest drawers use space hang cocktail gowns tuxedo laundry room next door small fee applies using washer dryer please note steps leading front door stairs room sunny entrance garden room welcome use grill loungers upstairs living room happy share however room sitting area would pref,moderate,10.0,1.89,4807375,Jayne
111,7501919,https://www.airbnb.com/rooms/7501919,apartment in downtown ballard,5,one bedroom apartment heart ballard one bedroom double bed futon bed living room heart ballard walking distance locks lots great restaurants coffee shops breweries modern clean fun apartment middle downtown ballard located hot spot seattle surrounded coffee shops restaurants breweries fun atmosphere walk chittenden locks short drive golden gardens beach downtown seattle seattle lots uber drivers smart cars rent short drives around town,flexible,9.0,1.37,36085516,Jennifer
112,4732995,https://www.airbnb.com/rooms/4732995,urban oasis in the heart of ballard,1,listing located middle ballard block two away popular shops restaurants breweries make area special short bus ride uber cab ride downtown pick outside door one bedroom apartment heart ballard spacious lovely sleeps three one full bed one large couch balcony overlooks trees lot next door construction lot however work weekends dont start working morning 8am later youll apartment youll also access amazing gym rooftop including sunbathing area grills scene room huge tv residents courtyard mingle room thees spaces free wifi ballard one special neighborhoods seattle amazing bar restaurant scene lots cute shops property brand new located right mi,moderate,10.0,0.83,19533935,Stephanie
113,7134759,https://www.airbnb.com/rooms/7134759,master in modern townhouse,5,beautiful sunny master bedroom ensuite bath desk private balcony located modern townhouse full access kitchen living room main floor 1 block away express bus downtown 3 blocks ballard core space queen sized bed ensuite bathroom private balcony desk two chairs house less 10 years old modern touches throughout room third story requires two sets stairs reach one two rooms rented house message 30 discount booking guests welcome kitchen living area laundry right outside room free coffee free laundry detergent use kitchen staples flour olive oil spices etc moderation living area currently sparsely furnished im happy chat main floor im generally fairly hands ballard area exploded seattle past decade home many,moderate,10.0,3.87,23228606,Elin
114,4532538,https://www.airbnb.com/rooms/4532538,classic old ballard home,3,walk sunday market ballard locks perfect families well leave christmas tree home see relatives holidays youll everything youll need relaxing vacation classic portland bungalow 1906 recently remodeled well put things closet make room stuff utah family members live nearby ballard coolest neighborhood seattle close city center everything need without drive anywhere 2 blocks bus week minimum please,strict,10.0,1.0,23489864,Daniel
115,7534398,https://www.airbnb.com/rooms/7534398,private bedroom in heart of ballard,3,bright clean bedroom charming ballard house two blocks bus lines downtown university district well neighborhoods best bars restaurants comfy queen bed spacious closet wifi large comfortable couch third party furnished guest bedroom travelers mind bed large queen comfortable room bright cheery desk youd like work stay books youd like relax coffee machine lives room brew hour sugar cubes creamers teas sweeteners also choosing seattle caffeine cannot underestimated lots big fluffy towels washcloths taking closet large full hangers plenty space stow even bulkiest luggage theres also dresser two open drawers third drawer full snacks toiletries first aid anything else might forgotten,moderate,10.0,3.38,39472587,Kelly
116,9387189,https://www.airbnb.com/rooms/9387189,party central studio on ballard ave,2,heart ballard offer beautiful studio apartment ballard avenue exposed brick washer dryer full kitchen access best bars restaurants steps away exposed brick walls windows looking onto ballard avenue one full bed large couch need space extra guest full kitchen spices plates pans glasses etc tv wifi small studio everything youll need easy fun stay private access apt private entry key come go please washer dryer outside door cost 175 wash 175 dry live one block away work street text call meet within 1015 minutes youre bind lock enjoy left alone rent space need ballard old drinking village fishing problem lo,flexible,10.0,1.0,1539790,Alianna
117,6337492,https://www.airbnb.com/rooms/6337492,nice 1 bedroom apartment in ballard,1,nice clean quite 1 bedroom apartment waking distance ballard locks golden gardens unit big windows lots space kick feet make home experience seattles nature filled areas explore close night life nature unit access fire pits outdoor areas gym please respectful home giving returning keys golden gardens town ballard night life ballard locks lots places eat local farmers market sundays 44 bus stops right front apartment complex,flexible,10.0,0.65,32998581,Katelynn
118,10231701,https://www.airbnb.com/rooms/10231701,private room  bath ballard,2,private room next private bathroom shower floor room first floor opening charming fenced patio cozy comfortable heart ballard restaurants cafes bars couple blocks away charming room bath first floor room daybed sleeps 1 pulls king size 2 room somewhat small cozy large sliding glass doors sunny south facing patio room features closet small dresser light blocking curtains individually controlled heat smart tv access netflix amazon prime hulu plus antenna well wifi throughout house house located best part ballard block two cafes supermarket bus line downtown couple blocks heart neighborhood restaurants cafes bars small movie theater real butter cool music venues also nearby ba,flexible,,,52580911,Karen
119,1609922,https://www.airbnb.com/rooms/1609922,cute cozy townhome in old ballard,2,2 bedroom 15 bath townhouse dining table breakfast bar fully outfitted living room upright piano stocked kitchen conveniently situated near public transit within heart old town ballard lovely two bedroom one half bath town home 1100 sq feet located within ballard one seattles vibrant trendy neighborhoods master bedroom houses queen size bed smaller bedroom full size bed located 3rd floor two connected jack jill bath door separating shower sinks utility room like closet top floor holds washerdryer well iron iron board main level open floor plan fully stocked kitchen living room kitchen gas range dishwasher loads cookware appliances utensils along long breakfast bar 4 stools living room provides television basic local channel,moderate,9.0,0.96,3494510,Katie
120,4236723,https://www.airbnb.com/rooms/4236723,ballard bunkhouse  bottom bunk,5,2 bedroom 1 12 bath additional comfy sleeper sofa first floor 1901 duplex lovingly appointed 6 blocks weekend farmers market restaurants nightlife ballard offer dec 4 2015 currently construction home nextdoor begin early 730am go 430pm noisy part work done still construction happening would say concern booking stay week sensitive day sleeper great open floor plan updated kitchen located 6 blocks restaurants nightlife ballard offer 12 bath located living room full bath jack jill style two bedrooms fenced back yard refrigerator cupboard stocked snacks drinks well fully equipped kitchen cooking needs always available via phone,moderate,9.0,7.53,2231298,Chris
121,7843837,https://www.airbnb.com/rooms/7843837,charming ballard apartment,4,boyfriend jordan traveling lot year renting charming one bedroom heart ballard studio apartment everything need full kitchen pull couch washer dryer downstairs courtyard animals back guests access entire apartment please leave everything leave available via email country via phone located right heart ballard steps away art restaurants shops bars bus routes right outside apartment market street take bus anywhere explore city,flexible,,,19001873,Kailee
122,3076065,https://www.airbnb.com/rooms/3076065,foodie paradise near dt seattle ,1,everything need 3 blocks center popular ballard neighborhood home quiet free standing town home zero shared walls modern comfortable furniture internet large lcd hd tv gas fireplace gas patio fire pit 1550 sqft nicely furnished 3bdrm 35ba 3 story home 2 bedrooms 25 bathrooms available use main floor comprises living room dining room kitchen 12 bath full kitchen includes granite counters gas appliances soda stream coffee maker toaster blender microwave dw living room custom furniture gas fireplace large swing tv stores flat wall 2nd floor 2 bedrooms linen closet wd closet every bedroom onsuite private bathroom one queen springmemory foam mattress full bath queen memory foam mattress 34 bath 3rd floor master suite owners personal items room,strict,9.0,1.22,15655683,Michael
123,6423204,https://www.airbnb.com/rooms/6423204,charming 1919 cottage in ballard,2,enjoy place sweet spot ballard nearing 100 year old home cuter inside dream location car isnt necessary street parking driveway provided easy walk every amenity visitor would want 1919 vintage house comfortable clean well furnished mid century scandinavian cottagestyle colorful art tasteful decor exterior house landscaping arent pristine like good baguette rustic crust tasty interior please look photos described cottage accurately looking great place relax easy walking local ballard scene visit sunday farmers market make lovely meal central launch pad sights activities seattle keep reading lots beautiful southern light hardwood fir floors full kitchen feathertopped queen bed comfy twin 2nd br new linens,strict,9.0,5.87,33367198,Mark And Marti
124,8338849,https://www.airbnb.com/rooms/8338849,charming old ballard bungalow,2,sunny south facing location outdoor social space funky artsy inside clean bedroom ground floor spacious living room shared kitchen short walk central ballard cafes nighlife ballard locks,flexible,10.0,1.91,43954674,Brian
125,6401209,https://www.airbnb.com/rooms/6401209,plum house  4 bdrm ballard luxury,1,modern new sunfilled plum house gorgeous kitchen 4 bedrooms 25 bathrooms enjoy rooftop deck lovely backyard 5 minute stroll brings delights ballard cafes restaurants bars express buses downtown seattle half block away need space consider renting entire house plum modern includes plum apartment see three listing profile page clicking picture twice welcome plum house modern home finished december 2014 fall love house three reasons 1 indoor outdoor connection bifold glass door opens one wall living room back deck enormous rooftop deck lounge hammock soak hot tub enjoy expansive territorial views dinner cocktails 2 light filled design house make comfortable youll barely want leave explore seattl,strict,10.0,2.05,28770702,Mercy
126,20928,https://www.airbnb.com/rooms/20928,victorian in the heart of ballard,3,lovely stonetiled room kitchenette new full mattress futon bed fridge microwave kettle coffee tea separate entrance booklined mudroom large bathroom jacuzzi shared occasionally hosts laundry stonetiled radiant heated floor 300 sq ft room 3 large windows bed queensized futon fullsized mattress topper bedside tables reading lights sides also large leather couch cushions kitchenette side wing main room microwave fridge electric kettle making coffee tea kitchen table two chairs use meals desk extra highspeed wifi also provided access english garden ballard neighborhood great place visit 10 minute walk downtown ballard fabulous bars restaurants great sunday farmers market nice threescreen cinema much 5 minute walk ballard locks ships enter exit puget sound,moderate,10.0,6.23,79450,Brad & Liz
127,3344977,https://www.airbnb.com/rooms/3344977,private room blocks to dt ballard,2,lovely townhouse perfect location outing fabulous shops restaurants central ballard quiet tucked away street easy access seattle downtown fremont university washington private room bathroom 1st floor 3 floors townhouse private room full bed nightstand night lamp desk chair desk lamp built closets mini refrigerator microwave coffeemaker private bathroom full tub basic toiletries shampoo soap lotion clean towels free wifi microwave room keurig machine coffeetea kitchen basics cups dishes utensils room private entrance side yard plan minimal interaction guests free street parking hard find parking spot safe neighborhood fine leave car day walkability score 95 best restaurants seattle ones even written ny times located,moderate,10.0,3.11,16884006,Alex
128,7604621,https://www.airbnb.com/rooms/7604621,heart of ballard private room,4,newly remodeled room outdoor patio space private entrance conveniently located near downtown ballard walkscore 91 blocks best local shops restaurants free high speed wifi private bathroom shower 32 hd wifi enabled tv access netflix youtube hulu amazon etc microwave mini fridgefreezer electric kettle complimentary bottled water coffee hot chocolate popcorn tea basic utensils cups plates napkins ironing board iron hair dryer patio table chairs towels linens brand new 130 sq ft room new hypoallergenic super comfortable memory foam queen bed bathroom shower generous walkin closet designed remodeled studio airbnb hope enjoy stay live 10 blocks away studio feel free call need anything townhouse upstairs friendly quite renters 5 minute walk 4 bus lines bus 15 minut,moderate,9.0,3.55,39884676,Will
129,3303978,https://www.airbnb.com/rooms/3303978,private 1br apartment with kitchen,2,bright 1br apartment upstairs house popular ballard neighborhood two separate rooms small kitchen walking distance lots restaurants stores bars big grocery store bus downtown seattle perfect longer stays apartment visit bedroom queen futon living room kitchen bathroom shower 2 closets plenty room store stuff live downstairs little contact wish small dog doesnt access space may bark behind door enter leave slightly steep stairs get apartment kitchen equipped basics need want make meals coffeemaker coffee tea provided comfortable living room sofa lots sunlight youre sunny months big window view neighborhood,moderate,10.0,2.22,16687781,Andrea
